name,ProductDescription,id
"Patriot Packaging Solutions and Consulting, LLC","PPSC is a full service packaging company providing a wide variety of corrugated boxes:  shrink/stretch wrap, tapes, labels, strapping, partitions, displays, corrugated pads and pallets.",13865
Patton Labs Inc,"Patton Labs Inc incorporated in 2011, is a diversified information technology service provider serving customers in the Banking, Automotive, Higher Education, Insurance and Medical industry.Patton Labs, with its worldwide presence, provides a highly innovative, low-cost, alternative to traditional consulting firms. Our software development teams excel in cutting-edge technologies like Internet application development, E-Commerce solutions, Web 2.0, n-tier architecture and rapid application development environments.We also provide software consulting services.",4494
PAU Incorporated,"Company is a multi-media company. It will be mixing sound for radio and television commercials. It will also function as a radio ranch, writing, casting and producing commercials, web design and advertising.",4062
"Payne Landscaping, Inc.",Commercial landscaping and snow removal,3957
PBA Royal LLC,"PBA companies operates as contractional company offering traffic supplies and equipments, janitorial services, and construction supplies. ",5347
"PC & Associates, LLC","Flash Drive - Triple interface for IOS/Android/Windows, USB2.0/3.0, external phone storage expansion.  Work with IPhones, IPods, IPads and Android devices.
Portable Power Bank, Battery Jump Starter and Led Flashlight.  Jump start gas engines.  The jump starter has two 5V USB ports and includes one USB adapter cable multiple type of charging cable.",4377
PCC Interiors Inc,"Our firm provides a variety of construction contract management services to owners and developers, overseeing construction contracts and advising our clients in regards to meeting project objectives of budgetary and timing constraints while ensuring quality execution of contracts.",4502
"Pearl Street Partners, LLC","Our group of financial and business consulting specialists help small and mid-size companies in many different industries maximize value, opportunities, and business outcomes. We provide clients with advanced assessment and decision-making support in situations requiring business and financial advisory services, including ownership transition and succession planning, and turnaround and restructure.
DWH was founded on the philosophy that every stakeholder matters. We consider clients, employees, owners, investors and our community as a whole to achieve results that maximize value for all. With this in mind we provide:  
- Transition services, such as ownership transition and succession planning to turnaround and restructure
- Growth management, that includes planning & forecasting and organizational development
- Tribal economic development, which consists of assistance with planning, developing infrastructure and supporting deal work.
",4563
"Peer Solutions Group, Inc.","PEER Solutions Group provides IT Staffing and consulting services - Cybersecurity consulting, Project Management, Business Process Analysis and Re-engineering, Custom Application Development/Programming.",14008
"Peggy Uzzle Agency, Corporation","Peggy Uzzle Agency is an insurance agency that services the entire state of Michigan with insurance products and financial services. We also offer General and Product Liability Insurance and Surety Bonds.  

Our target areas of specialization are in home and auto insurance, commercial auto, liability, life insurance and surety bonds. We have recently added automotive accessories, .ie insurance and registration document holders.  These products will be sold under DBA:  Occupy Distribution Company

We offer insurance products for auto, home, rental properties, commercial business, auto, general and product liability and surety bonds. Our offerings also include insurance products for boats, motorcycles, atv's and renters personal property.  Our licenses also allow us to sell all types of life insurance policy's, supplemental health, and annuities.  

",4368
Pellegrino Consulting,"Assist my clients with various strategic efforts and administrative duties including, but not limited to administrative restructuring and human resources needs. Assisting with NIST 800-171r1 and CMMC compliance for companies in the defense industry.",13305
Pentangle Tech Services LLC,"Pentangle Tech Services LLC is one of the fastest growing Automotive Engineering services companies in the USA, with proficiency in Automotive Embedded Product development, Software Design, Development and Testing services. It offers proficient and qualified consultants in forte automotive technologies such as In-Vehicle-Infotainment, Functional Safety (ISO26262), Advanced Driver Assistance Systems (ADAS), OTA, Cyber security, Connected vehicles, Vehicle Diagnostics and Autonomous Driving.

Pentangle Tech Services LLC training division specializes in creating ‘industry ready’ aptitude pool to serve the major Automotive OEMs and Tier 1 supplier’s resource and project needs. Projects consulting division offers high quality and cost-effective Software development and testing services. Pentangle Tech Services LLC specializes in offering exceptional value-added services in Software testing with high competence in uncovering bugs in early stages of Software development using industry’s superlative and UNIQUE negative-corner case testing methodologies and cutting-edge tools.

Pentangle Tech Services LLC., vigorously collaborates with clients to create valued technology for them. It endeavors to brand a constructive and external business influence by going beyond a client-vendor affiliation and fetching an extended part of its customer’s enterprise. Pentangle Tech Services LLC build diverse teams that are insightful of the communities we serve. The diverse standpoints and practices of our workforce stretch us the modest edge that is vivacious for success in an ever-changing multiethnic world.

We have positioned multiplicity and inclusion as a catalyst for accomplishing our business objectives. Through our premeditated coalitions with diverse organizations in the communities where we live, work, and serve, we reliably deliver high-quality, market-specific business solutions to our customers.",13586
